n t lin w gyro out
110 103276 500 10.00 9.60 340
111 103287 500 10.00 9.65 331
112 103298 500 10.00 9.65 332
113 103308 500 10.00 9.68 330
114 103319 500 10.00 9.66 338
115 103329 500 10.00 9.65 328
116 103340 500 10.00 9.69 328
117 103351 500 10.00 9.71 329
118 103361 500 10.00 9.69 331
119 103372 500 10.00 9.68 330
120 103382 500 10.00 9.70 330
121 103393 500 10.00 9.70 328
122 103404 500 10.00 9.69 330
123 103414 500 10.00 9.61 343
124 103425 500 10.00 9.63 339
125 103436 500 10.00 9.61 339
126 103446 500 10.00 9.59 340
127 103457 500 10.00 9.58 341
128 103467 500 10.00 9.59 333
129 103478 500 10.00 9.62 333
130 103489 500 10.00 9.65 336
131 103499 500 10.00 9.59 345
132 103510 500 10.00 9.60 337
133 103520 500 10.00 9.65 335
134 103531 500 10.00 9.67 330
135 103542 500 10.00 9.66 333
136 103552 500 10.00 9.63 338
137 103563 500 10.00 9.65 330
138 103574 500 10.00 9.65 333
139 103584 500 10.00 9.60 350
140 103595 500 10.00 9.55 349
141 103605 500 10.00 9.51 343
142 103616 500 10.00 9.54 341
143 103627 500 10.00 9.56 342
144 103637 500 10.00 9.54 350
145 103648 500 10.00 9.52 348
146 103659 500 10.00 9.60 337
147 103669 500 10.00 9.59 343
148 103680 500 10.00 9.61 338
149 103690 500 10.00 9.60 343
150 103701 500 10.00 9.64 328
151 103712 500 10.00 9.64 336
152 103722 500 10.00 9.66 334
153 103733 500 10.00 9.62 341
154 103743 500 10.00 9.60 339
155 103754 500 10.00 9.62 340
156 103765 500 10.00 9.62 337
157 103775 500 10.00 9.56 344
158 103786 500 10.00 9.53 349
159 103797 500 10.00 9.59 337
160 103807 500 10.00 9.60 339
161 103818 500 10.00 9.61 339
162 103828 500 10.00 9.63 337
163 103839 500 10.00 9.61 337
164 103850 500 10.00 9.66 327
165 103860 500 10.00 9.69 331
166 103871 500 10.00 9.66 334
167 103881 500 10.00 9.63 337
168 103892 500 10.00 9.67 333
169 103903 500 10.00 9.67 334
170 103913 500 10.00 9.66 334
171 103924 500 10.00 9.61 344
172 103935 500 10.00 9.63 331
173 103945 500 10.00 9.61 339
174 103956 500 10.00 9.57 349
175 103966 500 10.00 9.58 343
176 103977 500 10.00 9.58 337
177 103988 500 10.00 9.61 338
178 103998 500 10.00 9.66 331
179 104009 500 10.00 9.63 341
180 104019 500 10.00 9.58 342
181 104030 500 10.00 9.66 330
182 104041 500 10.00 9.67 331
183 104051 500 10.00 9.66 335
184 104062 500 10.00 9.63 339
185 104072 500 10.00 9.64 332
186 104083 500 10.00 9.64 335
187 104093 500 10.00 9.65 334
188 104104 500 10.00 9.57 346
189 104114 500 10.00 9.53 349
190 104125 500 10.00 9.54 351
191 104136 500 10.00 9.57 339
192 104146 500 10.00 9.56 345
193 104157 500 10.00 9.53 348
194 104167 500 10.00 9.60 329
195 104178 500 10.00 9.61 338
196 104188 500 10.00 9.60 344
197 104199 500 10.00 9.58 344
198 104209 500 10.00 9.61 334
199 104220 500 10.00 9.64 336
200 104230 500 10.00 9.64 334
