n t lin w gyro out
114 613926 0 3.00 2.95 177
115 613937 0 3.00 3.05 160
116 613947 0 3.00 3.06 158
117 613958 0 3.00 3.08 162
118 613968 0 3.00 3.10 156
119 613979 0 3.00 3.15 147
120 613989 0 3.00 3.14 147
121 614000 0 3.00 3.17 140
122 614010 0 3.00 3.18 141
123 614021 0 3.00 3.19 130
124 614031 0 3.00 3.21 130
125 614042 0 3.00 3.26 115
126 614052 0 3.00 3.24 122
127 614063 0 3.00 3.25 109
128 614073 0 3.00 3.26 109
129 614084 0 3.00 3.21 112
130 614094 0 3.00 3.20 112
131 614105 0 3.00 3.20 106
132 614115 0 3.00 3.20 101
133 614126 0 3.00 3.19 100
134 614136 0 3.00 3.15 107
135 614147 0 3.00 3.19 94
136 614157 0 3.00 3.15 91
137 614168 0 3.00 3.15 96
138 614178 0 3.00 3.15 90
139 614189 0 3.00 3.14 95
140 614199 0 3.00 3.12 86
141 614210 0 3.00 3.11 93
142 614220 0 3.00 3.09 92
143 614231 0 3.00 3.10 87
144 614241 0 3.00 3.11 78
145 614252 0 3.00 3.13 81
146 614262 0 3.00 3.16 73
147 614273 0 3.00 3.17 73
148 614283 0 3.00 3.03 97
149 614294 0 3.00 3.00 85
150 614304 0 3.00 3.05 81
151 614315 0 3.00 3.01 83
152 614325 0 3.00 3.04 81
153 614336 0 3.00 3.06 79
154 614346 0 3.00 3.08 70
155 614357 0 3.00 3.11 73
156 614367 0 3.00 3.13 66
157 614378 0 3.00 3.18 56
158 614388 0 3.00 3.19 52
159 614399 0 3.00 3.22 49
160 614409 0 3.00 3.24 43
161 614420 0 3.00 3.26 36
162 614430 0 3.00 3.27 29
163 614441 0 3.00 3.29 23
164 614451 0 3.00 3.29 25
165 614462 0 3.00 3.33 8
166 614472 0 3.00 3.34 9
167 614483 0 3.00 3.23 26
168 614494 0 3.00 3.11 29
169 614504 0 3.00 2.95 55
170 614515 0 3.00 3.06 15
171 614525 0 3.00 3.06 35
172 614536 0 3.00 2.99 35
173 614546 0 3.00 3.09 15
174 614557 0 3.00 3.05 30
175 614567 0 3.00 3.03 22
176 614578 0 3.00 3.10 19
177 614588 0 3.00 2.99 40
178 614599 0 3.00 2.96 29
179 614609 0 3.00 2.98 40
180 614620 0 3.00 2.93 37
181 614630 0 3.00 2.94 31
182 614641 0 3.00 2.91 48
183 614651 0 3.00 2.92 38
184 614662 0 3.00 2.90 46
185 614672 0 3.00 2.89 49
186 614683 0 3.00 2.88 51
187 614693 0 3.00 2.88 51
188 614704 0 3.00 2.85 62
189 614714 0 3.00 2.80 72
190 614725 0 3.00 2.84 57
191 614736 0 3.00 2.76 82
192 614746 0 3.00 2.80 73
193 614757 0 3.00 2.78 78
194 614767 0 3.00 2.77 86
195 614778 0 3.00 2.79 89
196 614788 0 3.00 2.81 80
197 614799 0 3.00 2.80 94
198 614809 0 3.00 2.85 83
199 614820 0 3.00 2.89 81
200 614830 0 3.00 2.86 100
