n t lin w gyro out
132 171811 1000 4.00 4.09 499
133 171822 1000 4.00 4.05 496
134 171832 1000 4.00 3.95 508
135 171843 1000 4.00 3.86 523
136 171853 1000 4.00 3.82 518
137 171864 1000 4.00 3.73 542
138 171875 1000 4.00 3.68 554
139 171885 1000 4.00 3.67 548
140 171896 1000 4.00 3.63 557
141 171906 1000 4.00 3.71 548
142 171917 1000 4.00 3.70 573
143 171927 1000 4.00 3.61 572
144 171938 1000 4.00 3.76 557
145 171948 1000 4.00 3.97 526
146 171959 1000 4.00 4.08 532
147 171969 1000 4.00 4.20 512
148 171980 1000 4.00 4.34 495
149 171990 1000 4.00 4.38 486
150 172001 1000 4.00 4.45 477
151 172011 1000 4.00 4.47 455
152 172022 1000 4.00 4.48 467
153 172033 1000 4.00 4.40 460
154 172043 1000 4.00 4.27 483
155 172054 1000 4.00 4.15 481
156 172064 1000 4.00 4.04 489
157 172075 1000 4.00 3.97 509
158 172085 1000 4.00 3.88 510
159 172096 1000 4.00 3.84 520
160 172106 1000 4.00 3.78 531
161 172117 1000 4.00 3.69 539
162 172127 1000 4.00 3.49 575
163 172138 1000 4.00 3.53 561
164 172148 1000 4.00 3.62 568
165 172159 1000 4.00 3.61 564
166 172169 1000 4.00 3.67 572
167 172180 1000 4.00 3.89 522
168 172191 1000 4.00 3.99 533
169 172201 1000 4.00 4.22 498
170 172212 1000 4.00 4.34 491
171 172222 1000 4.00 4.45 478
172 172233 1000 4.00 4.51 470
173 172243 1000 4.00 4.48 465
174 172254 1000 4.00 4.39 473
175 172264 1000 4.00 4.28 475
176 172275 1000 4.00 4.20 489
177 172285 1000 4.00 4.09 491
178 172296 1000 4.00 3.97 502
179 172306 1000 4.00 3.87 522
180 172317 1000 4.00 3.78 526
181 172327 1000 4.00 3.73 546
182 172338 1000 4.00 3.79 522
183 172348 1000 4.00 3.79 528
184 172359 1000 4.00 3.64 572
185 172370 1000 4.00 3.62 561
186 172380 1000 4.00 3.59 569
187 172391 1000 4.00 3.64 568
188 172401 1000 4.00 3.73 561
189 172412 1000 4.00 3.81 553
190 172422 1000 4.00 3.90 548
191 172433 1000 4.00 4.07 529
192 172443 1000 4.00 4.18 508
193 172454 1000 4.00 4.28 498
194 172464 1000 4.00 4.44 471
195 172475 1000 4.00 4.50 467
196 172485 1000 4.00 4.41 492
197 172496 1000 4.00 4.28 482
198 172506 1000 4.00 4.20 499
199 172517 1000 4.00 4.14 493
200 172528 1000 4.00 4.05 507
