n t lin w gyro out
63 254355 0 5.00 4.89 227
64 254365 0 5.00 4.91 227
65 254376 0 5.00 4.91 230
66 254386 0 5.00 5.00 223
67 254397 0 5.00 4.94 233
68 254407 0 5.00 4.96 229
69 254418 0 5.00 5.06 212
70 254428 0 5.00 5.07 215
71 254439 0 5.00 5.09 215
72 254449 0 5.00 5.16 204
73 254460 0 5.00 5.15 201
74 254470 0 5.00 5.16 199
75 254481 0 5.00 5.17 194
76 254491 0 5.00 5.17 201
77 254502 0 5.00 5.17 189
78 254512 0 5.00 5.17 193
79 254523 0 5.00 5.20 181
80 254533 0 5.00 5.21 173
81 254544 0 5.00 5.23 173
82 254554 0 5.00 5.25 160
83 254565 0 5.00 5.22 163
84 254575 0 5.00 5.29 148
85 254586 0 5.00 5.35 137
86 254596 0 5.00 5.33 142
87 254607 0 5.00 5.40 120
88 254617 0 5.00 5.37 125
89 254628 0 5.00 5.45 91
90 254638 0 5.00 5.52 99
91 254649 0 5.00 5.46 90
92 254659 0 5.00 5.55 71
93 254670 0 5.00 5.55 57
94 254680 0 5.00 5.61 46
95 254691 0 5.00 5.59 39
96 254701 0 5.00 5.58 29
97 254712 0 5.00 5.64 16
98 254722 0 5.00 5.64 8
99 254733 0 5.00 5.55 20
100 254743 0 5.00 5.40 24
101 254754 0 5.00 5.17 58
102 254764 0 5.00 5.18 17
103 254775 0 5.00 5.31 14
104 254785 0 5.00 5.17 36
105 254796 0 5.00 4.96 57
106 254806 0 5.00 5.10 16
107 254817 0 5.00 5.14 24
108 254827 0 5.00 5.07 33
109 254838 0 5.00 5.23 -2
110 254848 0 5.00 5.20 15
111 254859 0 5.00 4.97 59
112 254869 0 5.00 4.65 86
113 254880 0 5.00 4.65 28
114 254890 0 5.00 4.90 48
115 254901 0 5.00 4.93 37
116 254911 0 5.00 5.11 28
117 254922 0 5.00 5.02 54
118 254932 0 5.00 5.13 14
119 254943 0 5.00 5.13 33
120 254953 0 5.00 5.04 38
121 254964 0 5.00 5.19 2
122 254974 0 5.00 5.18 17
123 254985 0 5.00 5.00 56
124 254996 0 5.00 4.82 54
125 255006 0 5.00 4.97 36
126 255017 0 5.00 4.95 39
127 255027 0 5.00 5.08 23
128 255038 0 5.00 5.03 32
129 255048 0 5.00 5.17 6
130 255059 0 5.00 5.06 32
131 255069 0 5.00 4.84 69
132 255080 0 5.00 4.73 55
133 255090 0 5.00 4.96 17
134 255101 0 5.00 5.12 20
135 255111 0 5.00 5.00 48
136 255122 0 5.00 5.15 2
137 255132 0 5.00 5.15 24
138 255143 0 5.00 4.96 45
139 255153 0 5.00 4.69 90
140 255164 0 5.00 4.89 10
141 255174 0 5.00 5.03 38
142 255185 0 5.00 4.85 71
143 255195 0 5.00 4.83 36
144 255206 0 5.00 4.98 45
145 255216 0 5.00 4.98 38
146 255227 0 5.00 5.13 17
147 255237 0 5.00 5.15 16
148 255248 0 5.00 5.27 4
149 255258 0 5.00 5.14 33
150 255269 0 5.00 4.85 71
151 255279 0 5.00 4.58 88
152 255290 0 5.00 4.80 58
153 255301 0 5.00 4.67 87
154 255311 0 5.00 4.78 51
155 255322 0 5.00 4.68 103
156 255332 0 5.00 4.59 100
157 255343 0 5.00 4.63 102
158 255353 0 5.00 4.54 130
159 255364 0 5.00 4.52 128
160 255374 0 5.00 4.40 163
161 255385 0 5.00 4.41 154
162 255395 0 5.00 4.37 169
163 255406 0 5.00 4.29 201
164 255416 0 5.00 4.32 192
165 255427 0 5.00 4.38 202
166 255437 0 5.00 4.40 203
167 255448 0 5.00 4.41 219
168 255458 0 5.00 4.44 227
169 255469 0 5.00 4.41 228
170 255479 0 5.00 4.43 247
171 255490 0 5.00 4.48 243
172 255500 0 5.00 4.39 270
173 255511 0 5.00 4.48 261
174 255521 0 5.00 4.47 269
175 255532 0 5.00 4.54 271
176 255543 0 5.00 4.63 265
177 255553 0 5.00 4.59 288
178 255564 0 5.00 4.67 274
179 255574 0 5.00 4.63 295
180 255585 0 5.00 4.76 269
181 255595 0 5.00 4.78 278
182 255606 0 5.00 4.83 285
183 255616 0 5.00 4.76 287
184 255627 0 5.00 4.84 290
185 255637 0 5.00 4.67 309
186 255648 0 5.00 4.83 286
187 255658 0 5.00 4.78 310
188 255669 0 5.00 4.86 288
189 255679 0 5.00 4.83 313
190 255690 0 5.00 4.79 310
191 255700 0 5.00 4.88 301
192 255711 0 5.00 4.82 319
193 255722 0 5.00 4.96 284
194 255732 0 5.00 5.04 300
195 255743 0 5.00 5.09 278
196 255753 0 5.00 5.08 290
197 255764 0 5.00 5.06 282
198 255774 0 5.00 5.13 274
199 255785 0 5.00 5.07 284
200 255795 0 5.00 5.11 272
