n t lin w gyro out
80 464004 600 3.00 2.57 252
81 464014 600 3.00 2.57 264
82 464025 600 3.00 2.69 242
83 464035 600 3.00 2.80 242
84 464046 600 3.00 2.96 233
85 464056 600 3.00 3.15 199
86 464067 600 3.00 3.37 174
87 464078 600 3.00 3.55 149
88 464088 600 3.00 3.65 146
89 464099 600 3.00 3.61 135
90 464109 600 3.00 3.57 146
91 464120 600 3.00 3.62 116
92 464130 600 3.00 3.43 155
93 464141 600 3.00 3.35 134
94 464151 600 3.00 3.20 151
95 464162 600 3.00 3.10 159
96 464172 600 3.00 2.93 177
97 464183 600 3.00 2.83 193
98 464193 600 3.00 2.73 199
99 464204 600 3.00 2.71 207
100 464214 600 3.00 2.76 195
101 464225 600 3.00 2.70 213
102 464235 600 3.00 2.68 220
103 464246 600 3.00 2.58 232
104 464256 600 3.00 2.66 232
105 464267 600 3.00 2.66 231
106 464277 600 3.00 2.73 234
107 464288 600 3.00 2.82 222
108 464299 600 3.00 2.95 202
109 464309 600 3.00 3.03 214
110 464320 600 3.00 3.21 170
111 464330 600 3.00 3.25 182
112 464341 600 3.00 3.34 153
113 464351 600 3.00 3.40 152
114 464362 600 3.00 3.49 123
115 464372 600 3.00 3.40 150
116 464383 600 3.00 3.34 159
117 464393 600 3.00 3.22 155
118 464404 600 3.00 3.24 144
119 464414 600 3.00 3.13 157
120 464425 600 3.00 3.10 158
121 464435 600 3.00 2.99 162
122 464446 600 3.00 3.02 166
123 464456 600 3.00 2.94 173
124 464467 600 3.00 2.83 193
125 464477 600 3.00 2.80 190
126 464488 600 3.00 2.70 207
127 464498 600 3.00 2.72 204
128 464509 600 3.00 2.67 221
129 464519 600 3.00 2.59 241
130 464530 600 3.00 2.49 248
131 464540 600 3.00 2.52 248
132 464551 600 3.00 2.72 218
133 464562 600 3.00 2.87 219
134 464572 600 3.00 3.00 208
135 464583 600 3.00 3.20 175
136 464593 600 3.00 3.26 178
137 464604 600 3.00 3.47 143
138 464614 600 3.00 3.45 147
139 464625 600 3.00 3.57 121
140 464635 600 3.00 3.56 121
141 464646 600 3.00 3.51 124
142 464656 600 3.00 3.35 140
143 464667 600 3.00 3.23 151
144 464677 600 3.00 3.03 158
145 464688 600 3.00 3.01 165
146 464698 600 3.00 2.94 161
147 464709 600 3.00 2.81 188
148 464719 600 3.00 2.77 190
149 464730 600 3.00 2.69 191
150 464740 600 3.00 2.65 207
151 464751 600 3.00 2.61 217
152 464762 600 3.00 2.57 237
153 464772 600 3.00 2.57 224
154 464783 600 3.00 2.69 225
155 464793 600 3.00 2.68 236
156 464804 600 3.00 2.71 224
157 464814 600 3.00 2.72 241
158 464825 600 3.00 2.95 197
159 464835 600 3.00 3.07 196
160 464846 600 3.00 3.31 165
161 464856 600 3.00 3.33 165
162 464867 600 3.00 3.36 168
163 464877 600 3.00 3.48 126
164 464888 600 3.00 3.52 135
165 464898 600 3.00 3.47 129
166 464909 600 3.00 3.36 144
167 464919 600 3.00 3.31 123
168 464930 600 3.00 3.28 142
169 464940 600 3.00 3.17 145
170 464951 600 3.00 3.03 161
171 464962 600 3.00 2.95 168
172 464972 600 3.00 2.88 175
173 464983 600 3.00 2.90 173
174 464993 600 3.00 2.83 179
175 465004 600 3.00 2.76 201
176 465014 600 3.00 2.68 202
177 465025 600 3.00 2.56 225
178 465035 600 3.00 2.57 220
179 465046 600 3.00 2.49 241
180 465056 600 3.00 2.48 249
181 465067 600 3.00 2.68 221
182 465077 600 3.00 2.67 239
183 465088 600 3.00 2.80 227
184 465098 600 3.00 2.95 204
185 465109 600 3.00 3.24 171
186 465119 600 3.00 3.38 156
187 465130 600 3.00 3.46 146
188 465141 600 3.00 3.53 132
189 465151 600 3.00 3.47 147
190 465162 600 3.00 3.42 140
191 465172 600 3.00 3.29 156
192 465183 600 3.00 3.28 139
193 465193 600 3.00 3.10 171
194 465204 600 3.00 3.09 154
195 465214 600 3.00 2.98 174
196 465225 600 3.00 2.86 190
197 465235 600 3.00 2.75 194
198 465246 600 3.00 2.63 218
199 465256 600 3.00 2.67 206
200 465267 600 3.00 2.64 229
