n t lin w gyro out
74 444512 1000 10.00 8.85 1029
75 444523 1000 10.00 9.15 977
76 444534 1000 10.00 9.90 917
77 444544 1000 10.00 10.31 876
78 444555 1000 10.00 10.52 870
79 444565 1000 10.00 10.44 913
80 444576 1000 10.00 10.26 897
81 444586 1000 10.00 10.16 907
82 444597 1000 10.00 10.18 889
83 444607 1000 10.00 10.21 884
84 444618 1000 10.00 10.13 897
85 444628 1000 10.00 10.13 891
86 444639 1000 10.00 10.06 900
87 444650 1000 10.00 10.03 905
88 444660 1000 10.00 9.92 916
89 444671 1000 10.00 9.87 921
90 444681 1000 10.00 9.89 915
91 444692 1000 10.00 9.84 934
92 444702 1000 10.00 9.86 925
93 444713 1000 10.00 9.83 930
94 444723 1000 10.00 9.89 919
95 444734 1000 10.00 9.92 924
96 444744 1000 10.00 9.97 919
97 444755 1000 10.00 10.01 908
98 444765 1000 10.00 10.15 892
99 444776 1000 10.00 10.22 883
100 444787 1000 10.00 10.29 876
101 444797 1000 10.00 10.31 869
102 444808 1000 10.00 10.43 851
103 444818 1000 10.00 10.47 847
104 444829 1000 10.00 10.47 831
105 444839 1000 10.00 10.60 806
106 444850 1000 10.00 10.62 805
107 444860 1000 10.00 10.62 795
108 444871 1000 10.00 10.65 775
109 444881 1000 10.00 10.72 752
110 444892 1000 10.00 10.81 736
111 444902 1000 10.00 10.82 729
112 444913 1000 10.00 10.78 717
113 444923 1000 10.00 10.85 698
114 444934 1000 10.00 10.86 685
115 444944 1000 10.00 10.76 684
116 444955 1000 10.00 10.71 680
117 444965 1000 10.00 10.69 664
118 444976 1000 10.00 10.62 667
119 444986 1000 10.00 10.50 673
120 444997 1000 10.00 10.40 681
121 445007 1000 10.00 10.35 669
122 445018 1000 10.00 10.33 664
123 445028 1000 10.00 10.22 675
124 445039 1000 10.00 10.29 655
125 445050 1000 10.00 10.23 667
126 445060 1000 10.00 10.22 665
127 445071 1000 10.00 10.05 688
128 445081 1000 10.00 10.02 680
129 445092 1000 10.00 9.82 717
130 445102 1000 10.00 9.76 715
131 445113 1000 10.00 9.54 745
132 445123 1000 10.00 9.43 779
133 445134 1000 10.00 9.39 772
134 445144 1000 10.00 9.22 809
135 445155 1000 10.00 9.11 833
136 445165 1000 10.00 9.11 840
137 445176 1000 10.00 9.06 854
138 445186 1000 10.00 9.03 878
139 445197 1000 10.00 9.01 898
140 445207 1000 10.00 8.99 913
141 445218 1000 10.00 9.01 918
142 445228 1000 10.00 8.97 949
143 445239 1000 10.00 8.92 972
144 445249 1000 10.00 8.96 974
145 445260 1000 10.00 8.98 990
146 445270 1000 10.00 8.91 1021
147 445281 1000 10.00 8.99 1017
148 445291 1000 10.00 9.17 1007
149 445302 1000 10.00 9.55 954
150 445312 1000 10.00 10.13 888
151 445323 1000 10.00 10.54 879
152 445333 1000 10.00 10.63 860
153 445344 1000 10.00 10.41 908
154 445354 1000 10.00 10.22 905
155 445365 1000 10.00 10.21 892
156 445375 1000 10.00 10.21 894
157 445386 1000 10.00 10.19 896
158 445396 1000 10.00 10.06 912
159 445407 1000 10.00 10.07 897
160 445417 1000 10.00 10.00 911
161 445428 1000 10.00 10.05 894
162 445439 1000 10.00 9.95 921
163 445449 1000 10.00 9.97 907
164 445460 1000 10.00 9.88 924
165 445470 1000 10.00 9.86 926
166 445481 1000 10.00 9.78 934
167 445491 1000 10.00 9.93 915
168 445502 1000 10.00 9.97 912
169 445512 1000 10.00 10.01 916
170 445523 1000 10.00 10.03 907
171 445533 1000 10.00 10.18 885
172 445544 1000 10.00 10.24 881
173 445554 1000 10.00 10.31 868
174 445565 1000 10.00 10.32 866
175 445575 1000 10.00 10.43 839
176 445586 1000 10.00 10.56 830
177 445596 1000 10.00 10.55 823
178 445607 1000 10.00 10.56 809
179 445617 1000 10.00 10.56 810
180 445628 1000 10.00 10.58 791
181 445638 1000 10.00 10.64 774
182 445649 1000 10.00 10.64 759
183 445659 1000 10.00 10.76 738
184 445670 1000 10.00 10.80 721
185 445680 1000 10.00 10.76 725
186 445691 1000 10.00 10.77 701
187 445701 1000 10.00 10.81 685
188 445712 1000 10.00 10.74 686
189 445722 1000 10.00 10.66 690
190 445733 1000 10.00 10.68 660
191 445743 1000 10.00 10.62 666
192 445754 1000 10.00 10.57 668
193 445764 1000 10.00 10.43 682
194 445775 1000 10.00 10.33 676
195 445786 1000 10.00 10.34 659
196 445796 1000 10.00 10.22 680
197 445807 1000 10.00 10.19 675
198 445817 1000 10.00 10.16 679
199 445828 1000 10.00 10.21 662
200 445838 1000 10.00 10.04 705
